instance_id\instance_name\encounter_id\encounter_name\dest_unit\dest_name\dest_flags\source_unit\source_name\source_flags\spell_id\spell_name\spell_description\can_apply_aura\dispel_name\is_boss_aura\is_harmful\is_helpful\is_nameplate_only\is_raid\is_stealable\event
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Felspells-Area52\1298\\Felspells-Area52\1298\371339\Phial of Elemental Chaos\Infuse yourself with the power of the elements, granting you a random elemental boon that changes every 60 sec. Each boon increases a secondary stat by 17 and grants a bonus effect. Lasts 30 min and through death. Consuming an identical phial will add another 30 min.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Felspells-Area52\1298\\Felspells-Area52\1298\396092\Well Fed\Increases your primary stat by 75 for 1 |4hour:hrs;.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Felspells-Area52\1298\\Felspells-Area52\1298\108366\Soul Leech\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Felspells-Area52\1298\\Unknown\4370\108446\Soul Link\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Isoiso-Thrall\1300\\Isoiso-Thrall\1300\227723\Mana Divining Stone\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Isoiso-Thrall\1300\\Isoiso-Thrall\1300\186403\Sign of Battle\Honor gains from Battleground objectives and wins increased by 50%.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Isoiso-Thrall\1300\\Isoiso-Thrall\1300\321388\Enlightened\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Isoiso-Thrall\1300\\Isoiso-Thrall\1300\1459\Arcane Intellect\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Isoiso-Thrall\1300\\Isoiso-Thrall\1300\210126\Arcane Familiar\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Isoiso-Thrall\1300\\Isoiso-Thrall\1300\396092\Well Fed\Increases your primary stat by 75 for 1 |4hour:hrs;.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Stari-Mug'thol\1300\\Stari-Mug'thol\1300\2383\Find Herbs\Nearby herb bushes appear on the minimap.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Stari-Mug'thol\1300\\Stari-Mug'thol\1300\167898\Find Timber\Nearby timber appears on the minimap.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Stari-Mug'thol\1300\\Stari-Mug'thol\1300\390898\Turtle's Ritual Stone Wind Check\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Stari-Mug'thol\1300\\Stari-Mug'thol\1300\402221\Obsidian Resonance\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Stari-Mug'thol\1300\\Stari-Mug'thol\1300\366741\Greater Good - Horde\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Stari-Mug'thol\1300\\Stari-Mug'thol\1300\154796\Touch of Elune - Day\Increases your Critical Strike by 1% during the day.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Stari-Mug'thol\1300\\Stari-Mug'thol\1300\186403\Sign of Battle\Honor gains from Battleground objectives and wins increased by 50%.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Stari-Mug'thol\1300\\Stari-Mug'thol\1300\378989\Lycara's Teachings\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Stari-Mug'thol\1300\\Oledirtyhunt-Illidan\1300\405612\Minor Bronze Resonance\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Stari-Mug'thol\1300\\Stari-Mug'thol\1300\371172\Phial of Tepid Versatility\Increases your Versatility by 20.|n|nLasts 30 min and through death. Consuming an identical phial will add another 30 min.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Kazèkage-Illidan\1298\\Kazèkage-Illidan\1298\2383\Find Herbs\Nearby herb bushes appear on the minimap.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Kazèkage-Illidan\1298\\Kazèkage-Illidan\1298\402221\Obsidian Resonance\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Kazèkage-Illidan\1298\\Kazèkage-Illidan\1298\371172\Phial of Tepid Versatility\Increases your Versatility by 20.|n|nLasts 30 min and through death. Consuming an identical phial will add another 30 min.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Kazèkage-Illidan\1298\\Kazèkage-Illidan\1298\186403\Sign of Battle\Honor gains from Battleground objectives and wins increased by 50%.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Kazèkage-Illidan\1298\\Kazèkage-Illidan\1298\385347\Magazine of Healing Darts\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Kazèkage-Illidan\1298\\Kazèkage-Illidan\1298\415446\Magazine of Healing Darts\Your healing spells and abilities have a chance to fire a Healing Dart toward an ally target. The first ally hit will be healed for 506.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Kazèkage-Illidan\1298\\Kazèkage-Illidan\1298\378989\Lycara's Teachings\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Kazèkage-Illidan\1298\\Kazèkage-Illidan\1298\410231\Undulating Sporecloak\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Apexhuntr-Kel'Thuzad\1300\\Apexhuntr-Kel'Thuzad\1300\396092\Well Fed\Increases your primary stat by 75 for 1 |4hour:hrs;.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Apexhuntr-Kel'Thuzad\1300\\Apexhuntr-Kel'Thuzad\1300\186403\Sign of Battle\Honor gains from Battleground objectives and wins increased by 50%.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Apexhuntr-Kel'Thuzad\1300\\Apexhuntr-Kel'Thuzad\1300\366741\Greater Good - Horde\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Apexhuntr-Kel'Thuzad\1300\\Apexhuntr-Kel'Thuzad\1300\164273\Lone Wolf\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Sundered Scaleguard\2632\\Pizzally-Illidan\132372\31935\Avenger's Shield\\false\false\false\true\false\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Blæ-Area52\1300\\Blæ-Area52\1300\43308\Find Fish\Nearby fishing nodes appear on the minimap.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Blæ-Area52\1300\\Blæ-Area52\1300\360022\Chosen Identity\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Blæ-Area52\1300\\Blæ-Area52\1300\408127\Chaotic Dragonrage\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Blæ-Area52\1300\\Blæ-Area52\1300\186403\Sign of Battle\Honor gains from Battleground objectives and wins increased by 50%.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Blæ-Area52\1300\\Blæ-Area52\1300\388973\Cycle of Life\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Blæ-Area52\1300\\Blæ-Area52\1300\396092\Well Fed\Increases your primary stat by 75 for 1 |4hour:hrs;.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Feynayna-Zul'jin\1298\\Feynayna-Zul'jin\1298\43308\Find Fish\Nearby fishing nodes appear on the minimap.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Feynayna-Zul'jin\1298\\Feynayna-Zul'jin\1298\408128\Chaotic Fury\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Feynayna-Zul'jin\1298\\Feynayna-Zul'jin\1298\371353\Elemental Chaos: Frost\Grants Versatility and healing dealt by critical strikes is increased.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Feynayna-Zul'jin\1298\\Feynayna-Zul'jin\1298\186403\Sign of Battle\Honor gains from Battleground objectives and wins increased by 50%.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Feynayna-Zul'jin\1298\\Feynayna-Zul'jin\1298\371339\Phial of Elemental Chaos\Infuse yourself with the power of the elements, granting you a random elemental boon that changes every 60 sec. Each boon increases a secondary stat by 17 and grants a bonus effect. Lasts 30 min and through death. Consuming an identical phial will add another 30 min.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Deremu-Mok'Nathal\1298\\Deremu-Mok'Nathal\1298\43308\Find Fish\Nearby fishing nodes appear on the minimap.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Deremu-Mok'Nathal\1298\\Deremu-Mok'Nathal\1298\2383\Find Herbs\Nearby herb bushes appear on the minimap.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Deremu-Mok'Nathal\1298\\Deremu-Mok'Nathal\1298\154796\Touch of Elune - Day\Increases your Critical Strike by 1% during the day.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Deremu-Mok'Nathal\1298\\Deremu-Mok'Nathal\1298\366741\Greater Good - Horde\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Deremu-Mok'Nathal\1298\\Deremu-Mok'Nathal\1298\371172\Phial of Tepid Versatility\Increases your Versatility by 20.|n|nLasts 30 min and through death. Consuming an identical phial will add another 30 min.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Deremu-Mok'Nathal\1298\\Deremu-Mok'Nathal\1298\186403\Sign of Battle\Honor gains from Battleground objectives and wins increased by 50%.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Deremu-Mok'Nathal\1298\\Deremu-Mok'Nathal\1298\378989\Lycara's Teachings\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Deremu-Mok'Nathal\1298\\Deremu-Mok'Nathal\1298\396092\Well Fed\Increases your primary stat by 75 for 1 |4hour:hrs;.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Eirënê-Area52\1300\\Eirënê-Area52\1300\43308\Find Fish\Nearby fishing nodes appear on the minimap.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Eirënê-Area52\1300\\Eirënê-Area52\1300\129914\Power Strikes\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Eirënê-Area52\1300\\Eirënê-Area52\1300\186403\Sign of Battle\Honor gains from Battleground objectives and wins increased by 50%.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Eirënê-Area52\1300\\Eirënê-Area52\1300\396092\Well Fed\Increases your primary stat by 75 for 1 |4hour:hrs;.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Eirënê-Area52\1300\\Eirënê-Area52\1300\371172\Phial of Tepid Versatility\Increases your Versatility by 20.|n|nLasts 30 min and through death. Consuming an identical phial will add another 30 min.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Oledirtyhunt-Illidan\1300\\Oledirtyhunt-Illidan\1300\43308\Find Fish\Nearby fishing nodes appear on the minimap.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Oledirtyhunt-Illidan\1300\\Oledirtyhunt-Illidan\1300\401518\Bronze Resonance\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Oledirtyhunt-Illidan\1300\\Oledirtyhunt-Illidan\1300\409664\Contract: Loamm Niffen\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Oledirtyhunt-Illidan\1300\\Oledirtyhunt-Illidan\1300\186403\Sign of Battle\Honor gains from Battleground objectives and wins increased by 50%.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Oledirtyhunt-Illidan\1300\\Oledirtyhunt-Illidan\1300\164273\Lone Wolf\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Oledirtyhunt-Illidan\1300\\Stari-Mug'thol\1300\405615\Minor Obsidian Resonance\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Pizzally-Illidan\132372\409664\Contract: Loamm Niffen\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Pizzally-Illidan\132372\401518\Bronze Resonance\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Pizzally-Illidan\132372\186403\Sign of Battle\Honor gains from Battleground objectives and wins increased by 50%.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Pizzally-Illidan\132372\410231\Undulating Sporecloak\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Kazèkage-Illidan\1298\405615\Minor Obsidian Resonance\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Pizzally-Illidan\132372\385127\Blessing of Dawn\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Pizzally-Illidan\132372\389539\Sentinel\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Pizzally-Illidan\132372\393038\Strength in Adversity\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Pizzally-Illidan\132372\385724\Barricade of Faith\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Pizzally-Illidan\132372\386652\Bulwark of Righteous Fury\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Pizzally-Illidan\132372\209388\Bulwark of Order\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Pizzally-Illidan\132372\406887\Roused Shadowflame\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Pizzally-Illidan\132372\\Pizzally-Illidan\132372\85416\Grand Crusader\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Sundered Edgelord\2632\\Pizzally-Illidan\132372\197277\Judgment\\false\false\false\true\false\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Jasje\1297\\Jasje\1297\2383\Find Herbs\Nearby herb bushes appear on the minimap.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Jasje\1297\\Jasje\1297\43308\Find Fish\Nearby fishing nodes appear on the minimap.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Jasje\1297\\Jasje\1297\227723\Mana Divining Stone\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Jasje\1297\\\1297\411060\New Niffen No-Sniffin' Tonic\New Niffen No-Sniffin' Tonic is guaranteed to block out all sounds of other people's noses for a full week. Useful and safe for everyone who doesn't want to hear niffen (or anyone!) sniffin'. WARNING: Only blocks sound. Does not block smell.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Jasje\1297\\Jasje\1297\186403\Sign of Battle\Honor gains from Battleground objectives and wins increased by 50%.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Jasje\1297\\Jasje\1297\388672\Dragonrider's Initiative\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Jasje\1297\\Jasje\1297\96312\Kalytha's Haunted Locket\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Jasje\1297\\Jasje\1297\382155\Well Fed\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Atastydruid-Mal'Ganis\1300\\Atastydruid-Mal'Ganis\1300\2383\Find Herbs\Nearby herb bushes appear on the minimap.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Atastydruid-Mal'Ganis\1300\\Atastydruid-Mal'Ganis\1300\396092\Well Fed\Increases your primary stat by 75 for 1 |4hour:hrs;.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Atastydruid-Mal'Ganis\1300\\Atastydruid-Mal'Ganis\1300\186403\Sign of Battle\Honor gains from Battleground objectives and wins increased by 50%.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Atastydruid-Mal'Ganis\1300\\Atastydruid-Mal'Ganis\1300\415446\Magazine of Healing Darts\Your healing spells and abilities have a chance to fire a Healing Dart toward an ally target. The first ally hit will be healed for 506.\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
2569\Aberrus, the Shadowed Crucible\1793\Dargrul the Underking\none\Atastydruid-Mal'Ganis\1300\\Atastydruid-Mal'Ganis\1300\378989\Lycara's Teachings\\false\false\false\false\true\false\false\false\COMBAT_LOG_EVENT_UNFILTERED
